Language	Concept	Form	Tokens	SimpleCognate	PartialCognate	Morphemes	Notes	Portuguese	Semantic	Concepticon	Eol
Tembe	SISTER	enira	e n i r a	2017.0	14438	SISTER		IRMÃ	KINSHIP	1263	
Guajajara	SISTER	eɨnir	eɨ n i r	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Apiaka	SISTER	sirendera	s i r e nd e r a	2018.0	14439	SISTER,		IRMÃ	KINSHIP	1263	
Parintintin	SISTER	endɨr	e nd ɨ r	2018.0	14439	SISTER,		IRMÃ	KINSHIP	1263	
Amondawa	SISTER	endɨr	e nd ɨ r	2018.0	14439	SISTER,		IRMÃ	KINSHIP	1263	
Tenharim	SISTER	endɨr	e nd ɨ r	2018.0	14439	SISTER		IRMÃ	KINSHIP	1263	
Urueuwauwau	SISTER	endɨr	e nd ɨ r	2018.0	14439	SISTER		IRMÃ	KINSHIP	1263	
Kayabi	SISTER	enɨra	e n ɨ r a	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Arawete	SISTER	anĩ	a n ĩ	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Amanaye	SISTER	enɨ	e n ɨ	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Emerillon_Teko	SISTER	kuɲa	k u ɲ a	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Wayampi	SISTER	kujã	k u j ã	2019.0	14440	SISTER		IRMÃ	KINSHIP	1263	
Ka_apor_Urubu	SISTER	enɨr	e n ɨ r	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Anambe	SISTER	enɨ	e n ɨ	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Turiwara	SISTER	enɨra	e n ɨ r a	2017.0	14438	SISTER		IRMÃ	KINSHIP	1263	
Kamajura	SISTER	enɨr	e n ɨ r	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Asurini_do_Xingu	SISTER	kɨpɨʔɨra	k ɨ p ɨ ʔ ɨ r a	2016.0	14437	SISTER,		IRMÃ	KINSHIP	1263	
Ava_Canoeiro	SISTER	pɨkɨr	p ɨ k ɨ r	2019.0	14440	SISTER,		IRMÃ	KINSHIP	1263	
Tupinamba	SISTER	enɨr	e n ɨ r	2017.0	14438	SISTER		IRMÃ	KINSHIP	1263	
Lingua_Geral_Paulista_Tupi_austral	SISTER	enduhi	e nd/ⁿd u h i	2018.0	14439	SISTER,		IRMÃ	KINSHIP	1263	
Lingua_Geral_Paulista_Tupi_austral	SISTER	randi	r a nd/ⁿd i	2018.0	14439	SISTER,		IRMÃ	KINSHIP	1263	
Lingua_Geral_Paulista_Tupi_austral	SISTER	endira	e nd i r a	2018.0	14439	SISTER,		IRMÃ	KINSHIP	1263	
Yuki	SISTER	rikĩ	r i k ĩ	2019.0	14440	SISTER		IRMÃ	KINSHIP	1263	
Guarayo	SISTER	indɨr	i nd/ⁿd ɨ r	2018.0	14439	SISTER,		IRMÃ	KINSHIP	1263	
Siriono	SISTER	ari	a r i	2021.0	14442	SISTER,		IRMÃ	KINSHIP	1263	
Warazu_Pauserna	SISTER	éɨɲi	éɨ ɲ i	2017.0	14438	SISTER		IRMÃ	KINSHIP	1263	
Chiriguano	SISTER	eindɨ	ei nd/ⁿd ɨ	2018.0	14439	SISTER,		IRMÃ	KINSHIP	1263	
Jora	SISTER	nir	n i r	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Jora	SISTER	nuŋe	n u ŋ e	2017.0	14438	SISTER,	nuŋe is the genitive form	IRMÃ	KINSHIP	1263	
Mbya	SISTER	enɨ	e n ɨ	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Guarani_Paraguay	SISTER	tɨke	t ɨ k e	2019.0	14440	SISTER,		IRMÃ	KINSHIP	1263	
Guayaki_Ache	SISTER	inɨ	i n ɨ	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Xeta	SISTER	dʒakʊj	dʒ a k ʊ j	2019.0	14440	SISTER		IRMÃ	KINSHIP	1263	
Kaiowa	SISTER	eindɨ	ei nd/ⁿd ɨ	2018.0	14439	SISTER,		IRMÃ	KINSHIP	1263	
Tapiete	SISTER	hindɨ	h i nd ɨ	2018.0	14439	SISTER,		IRMÃ	KINSHIP	1263	
Omagua	SISTER	kunia	k u n ia	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Cocama_Cocamilla	SISTER	kúnia	k ú/u n ia	2017.0	14438	SISTER,		IRMÃ	KINSHIP	1263	
Guayaki_Ache	SISTER	pawe kudʒa	p a w e k u dʒ a			SISTER		IRMÃ	KINSHIP	1263	
Wayoro	SISTER	kɨpi	k ɨ p i	2016.0	14437	SISTER		IRMÃ	KINSHIP	1263	
Karo_Arara	SKIN	aʔ-peonpeʔ	a ʔ + p eo n p e ʔ	2023.0	14547 14551	SKIN _skin		PELE	BODY	763	
Purubora	SKIN	tabe	t a b e	2023.0	14547	SKIN		PELE	BODY	763	
Ramarama	SKIN	beoʔdn	b eo ʔ d n	2023.0	14547	SKIN		PELE	BODY	763	
Makurap	SKIN	peʔ	p e ʔ	2023.0	14547	SKIN		PELE	BODY	763	
Wayoro	SKIN	pe	p e	2023.0	14547	SKIN		PELE	BODY	763	
Tupari	SKIN	pee	p eː	2023.0	14547	SKIN		PELE	BODY	763	
Akuntsu	SKIN	pe	p e	2023.0	14547	SKIN		PELE	BODY	763	
Mekens_Sakurabiat	SKIN	pe	p e	2023.0	14547	SKIN		PELE	BODY	763	
Cinta_Larga	SKIN	ʃirik	ʃ i r i k	2024.0	14548	SKIN		PELE	BODY	763	
Gaviao_Ikoloehj	SKIN	tserek	ts e r e k	2024.0	14548	SKIN		PELE	BODY	763	
Monde	SKIN	zerek	z e r e k	2024.0	14548	SKIN		PELE	BODY	763	
Arua	SKIN	tsape	ts a p e	2023.0	14547	SKIN		PELE	BODY	763	
Matanau	SKIN	zap	z a p	2025.0	14549	SKIN		PELE	BODY	763	
Zoro	SKIN	serek	s e r e k	2024.0	14548	SKIN		PELE	BODY	763	
Surui_Paiter	SKIN	lerek	l e r e k	2024.0	14548	SKIN		PELE	BODY	763	
Karitiana	SKIN	pa	p a	2023.0	14547	SKIN		PELE	BODY	763	
Xipaya	SKIN	-sa	+ s a	2025.0	14549	SKIN		PELE	BODY	763	
Juruna_Yudja	SKIN	sa	s a	2025.0	14549	SKIN		PELE	BODY	763	
Munduruku	SKIN	ʃeé	ʃ eé/eː	2025.0	14549	SKIN		PELE	BODY	763	
Kuruaya	SKIN	kíe	k íe/ie	2028.0	14552	SKIN		PELE	BODY	763	
Satere_Mawe	SKIN	ai-pe	ai + p e	2023.0	14550 14547	_skin SKIN		PELE	BODY	763	
Aweti	SKIN	pit	p i t	2023.0	14547	SKIN		PELE	BODY	763	
Parakana	SKIN	pirer	p i r e r	2023.0	14547	SKIN		PELE	BODY	763	
Asurini_do_Tocantins	SKIN	pirer	p i r e r	2023.0	14547	SKIN		PELE	BODY	763	
Surui_Aikewara	SKIN	pir	p i r	2023.0	14547	SKIN		PELE	BODY	763	
Tapirape_Apyawa	SKIN	pit	p i t	2023.0	14547	SKIN		PELE	BODY	763	
Tembe	SKIN	pirej	p i r e j	2023.0	14547	SKIN		PELE	BODY	763	
Guajajara	SKIN	pir	p i r	2023.0	14547	SKIN		PELE	BODY	763	
Parintintin	SKIN	pir	p i r	2023.0	14547	SKIN		PELE	BODY	763	
Amondawa	SKIN	pira	p i r a	2023.0	14547	SKIN		PELE	BODY	763	
Tenharim	SKIN	pira	p i r a	2023.0	14547	SKIN		PELE	BODY	763	
Jiahoi	SKIN	pira	p i r a	2023.0	14547	SKIN		PELE	BODY	763	
Juma	SKIN	ipdn	i p d n	2023.0	14547	SKIN		PELE	BODY	763	
Tupi_do_Machado_Wirafed	SKIN	pit	p i t	2023.0	14547	SKIN		PELE	BODY	763	
Arawete	SKIN	pɨde	p ɨ d e	2023.0	14547	SKIN		PELE	BODY	763	
Anambe_of_Ehrenreich	SKIN	ipira	i p i r a	2023.0	14547	SKIN		PELE	BODY	763	
Amanaye	SKIN	piré	p i r é/e	2023.0	14547	SKIN		PELE	BODY	763	
Emerillon_Teko	SKIN	pirer	p i r e r	2023.0	14547	SKIN		PELE	BODY	763	
Wayampi	SKIN	pile	p i l e	2023.0	14547	SKIN		PELE	BODY	763	
Zo_e	SKIN	pirit	p i r i t	2023.0	14547	SKIN		PELE	BODY	763	
Ka_apor_Urubu	SKIN	i-pirer	i + p i r e r	2023.0	14550 14547	_possessed SKIN		PELE	BODY	763	
Anambe	SKIN	pira	p i r a	2023.0	14547	SKIN		PELE	BODY	763	
Kamajura	SKIN	pir	p i r	2023.0	14547	SKIN		PELE	BODY	763	
Asurini_do_Xingu	SKIN	pirera	p i r e r a	2023.0	14547	SKIN		PELE	BODY	763	
Tupinamba	SKIN	pira	p i r a	2023.0	14547	SKIN		PELE	BODY	763	
Nheengatu	SKIN	pirera	p i r e r a	2023.0	14547	SKIN		PELE	BODY	763	
Yuki	SKIN	xire	x i r e	2023.0	14547	SKIN		PELE	BODY	763	
Guarayo	SKIN	pirer	p i r e r	2023.0	14547	SKIN		PELE	BODY	763	
Guarayo	SKIN	ape	a p e	2023.0	14547	SKIN		PELE	BODY	763	
Siriono	SKIN	ire	i r e	2023.0	14547	SKIN		PELE	BODY	763	
Chiriguano	SKIN	píre	p í/i r e	2023.0	14547	SKIN		PELE	BODY	763	
Mbya	SKIN	pire	p i r e	2023.0	14547	SKIN		PELE	BODY	763	
Guarani_Paraguay	SKIN	pire	p i r e	2023.0	14547	SKIN		PELE	BODY	763	
Old_Guarani	SKIN	pi	p i	2023.0	14547	SKIN		PELE	BODY	763	
Xeta	SKIN	pi	p i	2023.0	14547	SKIN		PELE	BODY	763	
Tapiete	SKIN	pire	p i r e	2023.0	14547	SKIN		PELE	BODY	763	
Omagua	SKIN	piruara	p i r ua r a	2023.0	14547	SKIN		PELE	BODY	763	
Guayaki_Ache	SKIN	pire	p i r e			SKIN		PELE	BODY	763	
Kepkiriwat	SKIN	ape	a p e			SKIN		PELE	BODY	763	
Guaja	SKIN	pi	p i	2023.0	2023	SKIN		PELE	BODY	763	
Guaja	SKIN	perer	p e + r e r	2023.0	14547	SKIN		PELE	BODY	763	
Karo_Arara	SKY	narawen	n a r a w e n	2032.0	14612	SKY		CÉU	PHYSICAL_WORLD	1732	
Purubora	SKY	ɨmambe	ɨ m a mb/ⁿb e	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Ntogapid_Itogapuk	SKY	nrawenbé	n r a w e n b é/e	2032.0	14612	SKY		CÉU	PHYSICAL_WORLD	1732	
Makurap	SKY	gear	g ea r	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Wayoro	SKY	ŋjat	ŋ j a t	2035.0	14614	SKY		CÉU	PHYSICAL_WORLD	1732	
Tupari	SKY	kikiat	k i k ia t	2034.0	14613	SKY		CÉU	PHYSICAL_WORLD	1732	
Akuntsu	SKY	kʷajtpe	kʷ a j t p e	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Mekens_Sakurabiat	SKY	kwaipe	kʷ ai p e	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Gaviao_Ikoloehj	SKY	garpi	g a r p i	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Monde	SKY	garpi	g a r p i	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Arua	SKY	gatpi	g a t p i	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Surui_Paiter	SKY	ŋani	ŋ a n i	371.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Karitiana	SKY	pãmpi	p ã mp/ⁿp i	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Arikem	SKY	itɨma	i t ɨ m a	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Juruna_Yudja	SKY	kapa	k a p a	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Munduruku	SKY	kabi	k a b i	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Kuruaya	SKY	kabi	k a b i	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Satere_Mawe	SKY	atipɨ	a t i p ɨ	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Parakana	SKY	ɨwag	ɨ w a + g	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Asurini_do_Tocantins	SKY	ʔɨwaŋ	ʔ ɨ w a + ŋ	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Surui_Aikewara	SKY	ɨwag	ɨ w a + g	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Tapirape_Apyawa	SKY	ɨwãk	ɨ w ã + k	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Tembe	SKY	ɨwak	ɨ w a + k	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Guajajara	SKY	ɨwak	ɨ w a + k	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Apiaka	SKY	iwaŋa	i w a + ŋ a	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Parintintin	SKY	ɨwag	ɨ w a + g	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Amondawa	SKY	ɨwak	ɨ w a + k	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Tenharim	SKY	ɨwak	ɨ w a + k	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Jiahoi	SKY	ɨwak	ɨ w a + k	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Urueuwauwau	SKY	ɨwak	ɨ w a + k	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Tupi_do_Machado_Wirafed	SKY	ibák	i b á/a + k	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Arawete	SKY	iwã	i w ã	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Anambe_of_Ehrenreich	SKY	iwa	i w a	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Amanaye	SKY	ɨwá	ɨ w á/a	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Emerillon_Teko	SKY	uwag	u w a + g	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Wayampi	SKY	ɨwa	ɨ w a	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Zo_e	SKY	iβak	i β a + k	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Anambe	SKY	iwã	i w ã	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Turiwara	SKY	ɨwaga	ɨ w a + g a	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Kamajura	SKY	ɨwaka	ɨ w a + k a	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Asurini_do_Xingu	SKY	ɨβaka	ɨ β a + k a	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Tupinamba	SKY	ɨβaka	ɨ β a + k a	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Nheengatu	SKY	waka	w a + k a	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Yuki	SKY	terukja	t e r u k j a	2036.0	14615	SKY		CÉU	PHYSICAL_WORLD	1732	
Guarayo	SKY	ɨβa	ɨ β a	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Siriono	SKY	ibej	i b e j	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Chiriguano	SKY	ara	a r a	2031.0	14610	SKY		CÉU	PHYSICAL_WORLD	1732	
Jora	SKY	un	u n	2033.0	14611	SKY		CÉU	PHYSICAL_WORLD	1732	
Jora	SKY	uwá	u w á/a	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Mbya	SKY	ɨva	ɨ v a	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Guarani_Paraguay	SKY	ɨβaka	ɨ β a + k a	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Old_Guarani	SKY	ɨβaga	ɨ β a + g a	2029.0	14609	HIGH _?		CÉU	PHYSICAL_WORLD	1732	
Guayaki_Ache	SKY	kreɨʔɨ	k r eɨ ʔ ɨ	2031.0	14610	SKY		CÉU	PHYSICAL_WORLD	1732	
Tapiete	SKY	ara	a r a	2031.0	14610	SKY		CÉU	PHYSICAL_WORLD	1732	
Chiripa_Nandeva_Ava_Guarani	SKY	ɨwaɨ	ɨ w aɨ	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Chiripa_Nandeva_Ava_Guarani	SKY	arɨ	a r ɨ	2031.0	14610	SKY		CÉU	PHYSICAL_WORLD	1732	
Apapokuva_of_Nimuendaju	SKY	ɨwaɨ	ɨ w aɨ	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Omagua	SKY	kwaraʃɨ	kʷ a r a ʃ ɨ	2031.0	14610	SKY	From a root originally meaning 'sun'	CÉU	PHYSICAL_WORLD	1732	
Aweti	SKY	ɨwak	ɨ w a + k	2029.0	14609	SKY		CÉU	PHYSICAL_WORLD	1732	
Kampe	SKY	kwajtpe	kʷ a j t p e	2030.0	14608	SKY		CÉU	PHYSICAL_WORLD	1732	
Guaja	SKY	iwá	i w á			SKY		CÉU	PHYSICAL_WORLD	1732	
Karo_Arara	SLEEP	ken	k e n	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Purubora	SLEEP	keta	k e t a	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Ntogapid_Itogapuk	SLEEP	ker	k e r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Makurap	SLEEP	era	e r a	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Wayoro	SLEEP	era	e r a	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Tupari	SLEEP	ʔet	ʔ e t	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Akuntsu	SLEEP	et	e t	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Mekens_Sakurabiat	SLEEP	era	e r a	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Cinta_Larga	SLEEP	kere	k e r e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Gaviao_Ikoloehj	SLEEP	kerè	k e r è	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Monde	SLEEP	ket	k e t	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Arua	SLEEP	kere	k e r e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Matanau	SLEEP	kere	k e r e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Zoro	SLEEP	kere	k e r e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Surui_Paiter	SLEEP	keer	k eː r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Karitiana	SLEEP	kat	k a t	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Arikem	SLEEP	kad	k a d	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Xipaya	SLEEP	siu	s iu	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Juruna_Yudja	SLEEP	iju	i j u	2044.0	14725	SLEEP		DORMIR	BODY	1585	
Munduruku	SLEEP	ʃet	ʃ e t	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Kuruaya	SLEEP	ʃet	ʃ e t	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Satere_Mawe	SLEEP	ket	k e t	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Aweti	SLEEP	tet	t e t	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Parakana	SLEEP	ken	k e n	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Asurini_do_Tocantins	SLEEP	ken	k e n	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Surui_Aikewara	SLEEP	ker	k e r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Tapirape_Apyawa	SLEEP	ket	k e t	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Tembe	SLEEP	ker	k e r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Guajajara	SLEEP	ker	k e r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Apiaka	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Parintintin	SLEEP	kira	k i r a	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Amondawa	SLEEP	tʃi	tʃ i	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Tenharim	SLEEP	ki	k i	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Jiahoi	SLEEP	ki	k i	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Urueuwauwau	SLEEP	tʃir	tʃ i r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Tupi_do_Machado_Wirafed	SLEEP	ki	k i	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Kayabi	SLEEP	ser	s e r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Arawete	SLEEP	tʃe	tʃ e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Guaja	SLEEP	kere	k e r e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Amanaye	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Emerillon_Teko	SLEEP	ker	k e r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Wayampi	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Zo_e	SLEEP	kit	k i t	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Ka_apor_Urubu	SLEEP	ʃer	ʃ e r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Anambe	SLEEP	ka	k a	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Turiwara	SLEEP	ker	k e r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Kamajura	SLEEP	ket	k e t	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Asurini_do_Xingu	SLEEP	kɨt	k ɨ t	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Ava_Canoeiro	SLEEP	ker	k e r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Tupinamba	SLEEP	ker	k e r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Nheengatu	SLEEP	kiri	k i r i	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Lingua_Geral_Paulista_Tupi_austral	SLEEP	kerá	k e r á/a	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Yuki	SLEEP	kje	k j e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Guarayo	SLEEP	ker	k e r	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Siriono	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Warazu_Pauserna	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Chiriguano	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Jora	SLEEP	ki	k i	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Mbya	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Guarani_Paraguay	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Old_Guarani	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Guayaki_Ache	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Xeta	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Kaiowa	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Tapiete	SLEEP	tʃe	tʃ e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Chiripa_Nandeva_Ava_Guarani	SLEEP	ke	k e	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Omagua	SLEEP	okɨrɨ	o k ɨ r ɨ	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Cocama_Cocamilla	SLEEP	kɨrɨ	k ɨ r ɨ	2043.0	14724	SLEEP		DORMIR	BODY	1585	
Karo_Arara	SLOTH	aʔi	a ʔ i	2045.0	14794	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Purubora	SLOTH	aʔi	a ʔ i	2045.0	14794	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Makurap	SLOTH	aona	ao n a	2046.0	14793	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Wayoro	SLOTH	aũnda	aũ nd a	2048.0	14795	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Tupari	SLOTH	awko	a w k o	2053.0	14801	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Akuntsu	SLOTH	aradita	a r a d i t a	2046.0	14793	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Mekens_Sakurabiat	SLOTH	ajatso	a j a ts o	2046.0	14793	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Cinta_Larga	SLOTH	alía	a l ía/ia	2045.0	14794	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Gaviao_Ikoloehj	SLOTH	alia	a l ia	2047.0	14796	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Monde	SLOTH	aliʔa	a l i ʔ a	2045.0	14794	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Arua	SLOTH	alirʔa	a l i r ʔ a	2047.0	14796	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Zoro	SLOTH	alia	a l ia	2047.0	14796	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Surui_Paiter	SLOTH	arariaa	a r a r i aː	2046.0	14793	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Karitiana	SLOTH	o i	o + i	2049.0	14798	SLOTH _sloth		BICHO PREGUIÇA	ANIMALS	2446	
Arikem	SLOTH	aõdaʔ	aõ d a ʔ	2048.0	14795	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Arikem	SLOTH	aʔi	a ʔ i	2049.0	14798	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Xipaya	SLOTH	susue	s u s ue	2911.0	690	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Juruna_Yudja	SLOTH	irianã	i r ia n ã	2046.0	14793	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Munduruku	SLOTH	aj	a j	2050.0	14800	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Kuruaya	SLOTH	aj	a j	2050.0	14800	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Satere_Mawe	SLOTH	urjukere	u r j u k e r e	2046.0	14793	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Aweti	SLOTH	oʔapewan	o ʔ a p e w a n	2051.0	14797	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Parakana	SLOTH	arikaʃo	a r i k a ʃ o	2046.0	14793	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Asurini_do_Tocantins	SLOTH	arekatso	a r e k a ts o	2046.0	14793	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Surui_Aikewara	SLOTH	arekasu	a r e k a s u	2046.0	14793	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Tembe	SLOTH	aʔi	a ʔ i	2045.0	14794	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
Guajajara	SLOTH	aʔɨ	a ʔ ɨ	2045.0	14794	SLOTH		BICHO PREGUIÇA	ANIMALS	2446	
