Language	Concept	Form	Tokens	SimpleCognate	PartialCognate	Morphemes	Notes
Tembe	LEAF	ow	o w	1357.0	9860	LEAF	
Guajajara	LEAF	uer	ue r	1362.0	9863	LEAF	
Apiaka	LEAF	kaʔa	k a ʔ a	1359.0	9859	LEAF	
Parintintin	LEAF	kaʔa	k a ʔ a	1359.0	9859	LEAF	
Amondawa	LEAF	kaʔa	k a ʔ a	1359.0	9859	LEAF	
Tenharim	LEAF	kaʔa	k a ʔ a	1359.0	9859	LEAF	
Juma	LEAF	kaʔa	k a ʔ a	1359.0	9859	LEAF	
Urueuwauwau	LEAF	kaʔa	k a ʔ a	1359.0	9859	LEAF	
Tupi_do_Machado_Wirafed	LEAF	kaób	k a ó/o b	1356.0	9858	LEAF	
Kayabi	LEAF	ow	o w	1357.0	9860	LEAF	
Arawete	LEAF	awe	a w e	1357.0	9860	LEAF	
Guaja	LEAF	o	o	1358.0	9862	LEAF	
Emerillon_Teko	LEAF	owal	o w a l	1357.0	9860	LEAF	
Wayampi	LEAF	o	o	1358.0	9862	LEAF	
Zo_e	LEAF	ha	h a	1359.0	9859	LEAF	
Ka_apor_Urubu	LEAF	o	o	1358.0	9862	LEAF	
Anambe	LEAF	owa	o w a	1357.0	9860	LEAF	
Kamajura	LEAF	op	o p	1356.0	9858	LEAF	
Asurini_do_Xingu	LEAF	aw	a w	1357.0	9860	LEAF	
Ava_Canoeiro	LEAF	ow	o w	1357.0	9860	LEAF	
Tupinamba	LEAF	oβ	o β	1356.0	9858	LEAF	
Nheengatu	LEAF	awa	a w a	1357.0	9860	LEAF	
Lingua_Geral_Paulista_Tupi_austral	LEAF	urarova	u r a r o v a	1365.0	9866	LEAF	
Yuki	LEAF	o	o	1358.0	9862	LEAF	
Guarayo	LEAF	o	o	1358.0	9862	LEAF	
Siriono	LEAF	o	o	1358.0	9862	LEAF	
Warazu_Pauserna	LEAF	owe	o w e	1357.0	9860	LEAF	
Chiriguano	LEAF	óo	ó/o o	1358.0	9862	LEAF	
Mbya	LEAF	ogʷe	o gʷ e	1361.0	9864	LEAF	
Guarani_Paraguay	LEAF	ogʷe	o gʷ e	1361.0	9864	LEAF	
Old_Guarani	LEAF	oβ	o β	1356.0	9858	LEAF	
Guayaki_Ache	LEAF	oʔo	o ʔ o	1358.0	9862	LEAF	
Xeta	LEAF	a	a	1358.0	9862	LEAF	
Kaiowa	LEAF	ogʷe	o gʷ e	1361.0	9864	LEAF	
Tapiete	LEAF	ókɨ	ó/o k ɨ	1361.0	9864	LEAF	
Omagua	LEAF	sawa	s a w a	1357.0	9860	LEAF	
Cocama_Cocamilla	LEAF	tsa	ts a	1356.0	9858	LEAF	
Asurini_do_Tocantins	LEAF	ap	a p	1357.0	9860	LEAF	
Karo_Arara	LEARN	tʃaməj	tʃ a m ə j	1366.0	9926	LEARN	
Tupari	LEARN	pʷopʔot	pʷ o p ʔ o t	1348.0	147	LEARN	
Akuntsu	LEARN	poetop_at	p oe t o p + a t	1368.0	9924 9925	_KNOW CATCH	
Gaviao_Ikoloehj	LEARN	kóbá	k ó b á	1367.0	9927	LEARN	
Munduruku	LEARN	etaybin	e t ai b i n	1368.0	9924	LEARN	
Kuruaya	LEARN	otʃetajbiŋ	o tʃ e t a j b i ŋ	1368.0	9924	LEARN	
Parakana	LEARN	tʃemoʔe	tʃ e + m o + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Tapirape_Apyawa	LEARN	tʃemaʔe	tʃ e + m a + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Tembe	LEARN	zemuʔe	z e + m u + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Guajajara	LEARN	zemuʔe	z e + m u + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Parintintin	LEARN	ɲimboʔe	ɲ i + mb o + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Tenharim	LEARN	ɲimboʔe	ɲ i + mb o + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Kayabi	LEARN	jemuʔe	j e + m u + ʔ e	1366.0	9926 647 648	LEARN	
Arawete	LEARN	dʒɨmwe	dʒ ɨ + mʷ + e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Emerillon_Teko	LEARN	dʒeboʔe	dʒ e + b o + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Wayampi	LEARN	moe	m o + e	1366.0	647 648	CAUSATIVE SAY	
Ka_apor_Urubu	LEARN	jumeʔe	j u + m e + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Kamajura	LEARN	jemoʔe	j e + m o + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Asurini_do_Xingu	LEARN	dʒemuʔe	dʒ e + m u + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Tupinamba	LEARN	ɲaemoʔe	ɲ ae m o ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Nheengatu	LEARN	ɲaemoʔe	ɲ ae + m o + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Lingua_Geral_Paulista_Tupi_austral	LEARN	amboj_kʷe_akaŋa	a mb o j + kʷ e + a k a ŋ a	1367.0	9928 9927 9929	_learn LEARN _learn	
Guarayo	LEARN	jemboʔe	j e + mb o + ʔ e	1366.0	9926 647 648	LEARN	
Siriono	LEARN	ɲimbakiatu	ɲ i mb a k ia t u	1366.0	9926	LEARN	
Warazu_Pauserna	LEARN	ðemoʔe	ð e m o ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Chiriguano	LEARN	jemoe	j e + m o + e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Mbya	LEARN	kʷaʔa	kʷ a ʔ a	1367.0	9927	LEARN	
Guarani_Paraguay	LEARN	jetavɨʔo	j e t a v ɨ ʔ o	1366.0	9926	LEARN	
Old_Guarani	LEARN	ɲẽmboʔe	ɲ ẽ + mb o + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Guayaki_Ache	LEARN	tõgatumi	t õ g a t u m i	1366.0	9926	LEARN	
Tapiete	LEARN	mboʔe	mb o + ʔ e	1366.0	647 648	CAUSATIVE SAY	
Omagua	LEARN	ikʷa	i kʷ a	1367.0	9927	LEARN	
Cocama_Cocamilla	LEARN	ikʷa	i kʷ a	1367.0	9927	LEARN	
Karitiana	LEARN	papãta	p a p ã t a	1348.0	147	LEARN	
Asurini_do_Tocantins	LEARN	semoʔe	s e + m o + ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Cinta_Larga	LEARN	gobát	g o b á t	1367.0	9927	LEARN	
Guaja	LEARN	kʷa	kʷ a	1367.0	9927	LEARN	
Satere_Mawe	LEARN	wemuʔe	w e + m u ʔ e	1366.0	9926 647 648	REFLEXIVE CAUSATIVE SAY	
Karo_Arara	LEAVE / GO OUT	wuj	w u j	1374.0	9965	LEAVE	
Makurap	LEAVE / GO OUT	tet	t e t	1373.0	9961	LEAVE	
Makurap	LEAVE / GO OUT	tupot	t u p o t	1373.0	9961	LEAVE	
Wayoro	LEAVE / GO OUT	apokai	a p o k ai	1380.0	9969	LEAVE	
Tupari	LEAVE / GO OUT	awt	a w t	1373.0	9961	LEAVE	
Akuntsu	LEAVE / GO OUT	aot	ao t	1373.0	9961	LEAVE	
Gaviao_Ikoloehj	LEAVE / GO OUT	aβáne	a β á n e	1378.0	9964	LEAVE	
Surui_Paiter	LEAVE / GO OUT	majaar	m a j aː r	1379.0	9968	LEAVE	
Juruna_Yudja	LEAVE / GO OUT	sã́	s ã́	1372.0	9962	LEAVE	
Munduruku	LEAVE / GO OUT	tʃẽ́m	tʃ ẽ m	1372.0	9962	LEAVE	
Kuruaya	LEAVE / GO OUT	tʃẽm	tʃ ẽ m	1372.0	9962	LEAVE	
Satere_Mawe	LEAVE / GO OUT	hamuat	h a m ua t	1372.0	9962	LEAVE	
Satere_Mawe	LEAVE / GO OUT	tem	t e m	1372.0	9962	LEAVE	
Aweti	LEAVE / GO OUT	tem	t e m	1372.0	9962	LEAVE	
Parakana	LEAVE / GO OUT	kʷa	kʷ a	1376.0	9967	LEAVE	
Parakana	LEAVE / GO OUT	ʔem	ʔ e m	1372.0	9962	LEAVE	
Surui_Aikewara	LEAVE / GO OUT	hem	h e m	1372.0	9962	LEAVE	
Tapirape_Apyawa	LEAVE / GO OUT	par	p a r	1374.0	9965	LEAVE	
Parintintin	LEAVE / GO OUT	hem	h e m	1372.0	9962	LEAVE	
Amondawa	LEAVE / GO OUT	hem	h e m	1372.0	9962	LEAVE	
Tenharim	LEAVE / GO OUT	hem	h e m	1372.0	9962	LEAVE	
Arawete	LEAVE / GO OUT	hẽ	h ẽ	1372.0	9962	LEAVE	
Emerillon_Teko	LEAVE / GO OUT	zaʔog	z a ʔ o g	1377.0	9963	LEAVE	
Emerillon_Teko	LEAVE / GO OUT	kʷa	kʷ a	1376.0	9967	LEAVE	
Wayampi	LEAVE / GO OUT	o	o	1375.0	9966	LEAVE	
Wayampi	LEAVE / GO OUT	wẽ	w ẽ	1374.0	9965	LEAVE	
Zo_e	LEAVE / GO OUT	hẽm	h ẽ m	1372.0	9962	LEAVE	
Tupinamba	LEAVE / GO OUT	sem	s e m	1372.0	9962	LEAVE	
Siriono	LEAVE / GO OUT	sẽ	s ẽ	1372.0	9962	LEAVE	
Mbya	LEAVE / GO OUT	ẽ	ẽ	1375.0	9966	LEAVE	
Guarani_Paraguay	LEAVE / GO OUT	se	s e	1372.0	9962	LEAVE	
Old_Guarani	LEAVE / GO OUT	se	s e	1372.0	9962	LEAVE	
Tapiete	LEAVE / GO OUT	poj	p o j	1374.0	9965	LEAVE	
Omagua	LEAVE / GO OUT	uʃima	u ʃ i m a	1372.0	9962	LEAVE	
Karitiana	LEAVE / GO OUT	herẽn	h e r ẽ n	1372.0	9962	LEAVE	
Karitiana	LEAVE / GO OUT	herɨ	h e r ɨ	1372.0	9962	LEAVE	
Nheengatu	LEAVE / GO OUT	sému	s é m u	1372.0	9962	LEAVE	
Asurini_do_Tocantins	LEAVE / GO OUT	hem	h e m	1372.0	9962	LEAVE	
Guayaki_Ache	LEAVE / GO OUT	wẽʔẽ	w ẽ ʔ ẽ	1378.0	9964	LEAVE	
Purubora	LEAVE / GO OUT	anẽma	a n ẽ m a			LEAVE	
Purubora	LEAVE / GO OUT	wɨ	w ɨ	1375.0	9966	LEAVE	
Gaviao_Ikoloehj	LEAVE / GO OUT	βáneè	β á n e è	1378.0	9964	LEAVE	
Guaja	LEAVE / GO OUT	wehẽ	w e h ẽ	1378.0	9964	LEAVE	
Karo_Arara	LEG	tʃə̃p	tʃ ə̃ p	1382.0	9996	LEG	
Purubora	LEG	awá	a w á/a	1385.0	10000	LEG	
Ntogapid_Itogapuk	LEG	tʃigã́	tʃ i g ã́/ã	1381.0	9997	LEG	
Ramarama	LEG	ʃampu	ʃ a mp u	1383.0	9998	LEG	
Makurap	LEG	kap	k a p	1382.0	9996	LEG	
Tupari	LEG	kɨp	k ɨ p	1382.0	9996	LEG	
Akuntsu	LEG	kɨp	k ɨ p	1382.0	9996	LEG	
Cinta_Larga	LEG	upe	u p e	1383.0	9998	LEG	
Gaviao_Ikoloehj	LEG	záà	z á	1384.0	9999	LEG	
Monde	LEG	zãa	z ãa/ãː	1384.0	9999	LEG	
Monde	LEG	upe	u p e	1383.0	9998	LEG	
Surui_Paiter	LEG	kãr	k ã r	1382.0	9996	LEG	
Karitiana	LEG	saep	s ae p	1382.0	9996	LEG	
Arikem	LEG	kap	k a p	1382.0	9996	LEG	
Xipaya	LEG	supá	s u p á/a	1383.0	9998	LEG	
Xipaya	LEG	kiza	k i z a	1384.0	9999	LEG	
Munduruku	LEG	dao	d ao	1381.0	9997	LEG	
Kuruaya	LEG	wej	w e j	1385.0	10000	LEG	
Satere_Mawe	LEG	ʔup	ʔ u p	1382.0	9996	LEG	
Aweti	LEG	ʔup	ʔ u p	1382.0	9996	LEG	
Parakana	LEG	ikuɲa	i k u ɲ a	1381.0	9997	LEG	
Asurini_do_Tocantins	LEG	netɨmotʃiʔa	n e t ɨ m o tʃ i ʔ a	1381.0	9997	LEG	
Surui_Aikewara	LEG	jetɨmakapena	j e t ɨ m a k a p e n a	1381.0	9997	LEG	
Tapirape_Apyawa	LEG	tɨtɨma	t ɨ t ɨ m a	1381.0	9997	LEG	
Tembe	LEG	etɨma	e t ɨ m a	1381.0	9997	LEG	
Guajajara	LEG	hetɨmã	h e t ɨ m ã	1381.0	9997	LEG	
Apiaka	LEG	sitomakaŋ	s i t o m a k a ŋ	1381.0	9997	LEG	
Parintintin	LEG	pɨa	p ɨa	1383.0	9998	LEG	
Amondawa	LEG	etɨmakaŋ	e t ɨ m a k a ŋ	1381.0	9997	LEG	
Tenharim	LEG	pɨa	p ɨa	1383.0	9998	LEG	
Urueuwauwau	LEG	etɨmãkãŋə	e t ɨ m ã k ã ŋ ə	1381.0	9997	LEG	
Arawete	LEG	heritəmai	h e r i t ə m ai	1381.0	9997	LEG	
Guaja	LEG	atamã	a t a m ã	1381.0	9997	LEG	
Emerillon_Teko	LEG	etumã	e t u m ã	1381.0	9997	LEG	
Wayampi	LEG	etɨmã	e t ɨ m ã	1381.0	9997	LEG	
Zo_e	LEG	tɨmã	t ɨ m ã	1381.0	9997	LEG	
Ka_apor_Urubu	LEG	itɨma	i t ɨ m a	1381.0	9997	LEG	
Anambe	LEG	tamakɨ̃	t a m a k ɨ̃	1381.0	9997	LEG	
Kamajura	LEG	hetimakaŋ	h e t i m a k a ŋ	1381.0	9997	LEG	
Asurini_do_Xingu	LEG	tamakɨŋ	t a m a k ɨ ŋ	1381.0	9997	LEG	
Ava_Canoeiro	LEG	etɨmã	e t ɨ m ã	1381.0	9997	LEG	
Tupinamba	LEG	etɨmã	e t ɨ m ã	1381.0	9997	LEG	
Nheengatu	LEG	etimã	e t i m ã	1381.0	9997	LEG	
Yuki	LEG	ogʷe	o gʷ e	1382.0	9996	LEG	
Guarayo	LEG	etɨma	e t ɨ m a	1381.0	9997	LEG	
Siriono	LEG	etimã	e t i m ã	1381.0	9997	LEG	
Warazu_Pauserna	LEG	etimə	e t i m ə	1381.0	9997	LEG	
Chiriguano	LEG	tɨ̃ma	t ɨ̃ m a	1381.0	9997	LEG	
Mbya	LEG	etɨ̃ma	e t ɨ̃ m a	1381.0	9997	LEG	
Guarani_Paraguay	LEG	tetɨma	t e t ɨ m a	1381.0	9997	LEG	
Old_Guarani	LEG	tetɨ̃mã	t e t ɨ̃ m ã	1381.0	9997	LEG	
Guayaki_Ache	LEG	kɨmaka	k ɨ m a k a	1381.0	9997	LEG	
Xeta	LEG	təma	t ə m a	1381.0	9997	LEG	
Kaiowa	LEG	etɨma	e t ɨ m a	1381.0	9997	LEG	
Tapiete	LEG	tɨtɨma	t ɨ t ɨ m a	1381.0	9997	LEG	
Cocama_Cocamilla	LEG	tsutɨma	ts u t ɨ m a	1381.0	9997	LEG	
Omagua	LEG	kanɨrɨva	k a n ɨ r ɨ v a	957.0	95	LEG	
Purubora	LEG	ʃapewã	ʃ a p e w ã			LEG	
Juruna_Yudja	LEG	kĩ́	k ĩ́	1382.0	9996	LEG	
Karo_Arara	LIVER	bia_	b ia +	1386.0	10053	LIVER	
Purubora	LIVER	bia	b ia	1386.0	10053	LIVER	
Ramarama	LIVER	piá	p iá/ia	1386.0	10053	LIVER	
Makurap	LIVER	piaʔ	p ia ʔ	1386.0	10053	LIVER	
Wayoro	LIVER	opia	o p ia	1386.0	10053	LIVER	
Tupari	LIVER	siaʔ	s ia ʔ	1387.0	10054	LIVER	
Akuntsu	LIVER	bita	b i t a	1386.0	10053	LIVER	
Mekens_Sakurabiat	LIVER	pi a	p i + a	1386.0	10053 10055	LIVER _liver	
Gaviao_Ikoloehj	LIVER	saá	s aá	1387.0	10054	LIVER	
Monde	LIVER	zaʔá	z a ʔ á/a	1386.0	10053	LIVER	
Arua	LIVER	tsaa	ts aː	1387.0	10054	LIVER	
Zoro	LIVER	saa	s aː	1387.0	10054	LIVER	
Surui_Paiter	LIVER	ha	h a	1386.0	10053	LIVER	
Karitiana	LIVER	kɨrɨ	k ɨ r ɨ	1386.0	10053	LIVER	
Xipaya	LIVER	bɨa	b ɨa	1386.0	10053	LIVER	
Juruna_Yudja	LIVER	bɨʔá	b ɨ ʔ á/a	1386.0	10053	LIVER	
Munduruku	LIVER	psa	p s a	1386.0	10053	LIVER	
Kuruaya	LIVER	bia	b ia	1386.0	10053	LIVER	
Satere_Mawe	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Aweti	LIVER	pere	p e r e	1386.0	10053	LIVER	
Parakana	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Asurini_do_Tocantins	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Surui_Aikewara	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Tapirape_Apyawa	LIVER	mɨʔã	m ɨ ʔ ã	1386.0	10053	LIVER	
Tembe	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Guajajara	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Apiaka	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Parintintin	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Amondawa	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Tenharim	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Urueuwauwau	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Kayabi	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Arawete	LIVER	piã	p iã	1386.0	10053	LIVER	
Guaja	LIVER	pɨʔaker	p ɨ ʔ a k e r	1386.0	10053	LIVER	
Emerillon_Teko	LIVER	pɨʔakʷər	p ɨ ʔ a kʷ ə r	1386.0	10053	LIVER	
Wayampi	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Zo_e	LIVER	pɨʔepot	p ɨ ʔ e p o t	1386.0	10053	LIVER	
Ka_apor_Urubu	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Anambe	LIVER	piʔã	p i ʔ ã	1386.0	10053	LIVER	
Kamajura	LIVER	pere	p e r e	1386.0	10053	LIVER	
Asurini_do_Xingu	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Ava_Canoeiro	LIVER	pɨa	p ɨa	1386.0	10053	LIVER	
Tupinamba	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Nheengatu	LIVER	piʔa	p i ʔ a	1386.0	10053	LIVER	
Lingua_Geral_Paulista_Tupi_austral	LIVER	piá	p iá/ia	1386.0	10053	LIVER	
Yuki	LIVER	ia	ia	1388.0	10055	LIVER	
Guarayo	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Siriono	LIVER	ia	ia	1388.0	10055	LIVER	
Warazu_Pauserna	LIVER	piʔakʷe	p i ʔ a kʷ e	1386.0	10053	LIVER	
Chiriguano	LIVER	pɨa	p ɨa	1386.0	10053	LIVER	
Mbya	LIVER	pɨʔakʷe	p ɨ ʔ a kʷ e	1386.0	10053	LIVER	
Guarani_Paraguay	LIVER	pɨʔa	p ɨ ʔ a	1386.0	10053	LIVER	
Old_Guarani	LIVER	pɨʔakʷe	p ɨ ʔ a kʷ e	1386.0	10053	LIVER	
Guayaki_Ache	LIVER	pɨaʔa	p ɨa ʔ a	1386.0	10053	LIVER	
Xeta	LIVER	ipia	i p ia	1386.0	10053	LIVER	
Tapiete	LIVER	tɨpɨʔa	t ɨ p ɨ ʔ a	1386.0	10053	LIVER	
Omagua	LIVER	pɨa	p ɨa	1386.0	10053	LIVER	
Cocama_Cocamilla	LIVER	pɨa	p ɨa	1386.0	10053	LIVER	
Karo_Arara	LIZARD	jaʔo	j a ʔ o	1392.0	10115	LIZARD	
Purubora	LIZARD	mə̃joβãj	m ə̃ j o β ã j	1394.0	10118	LIZARD	
Purubora	LIZARD	mbajká	mb/ⁿb a j k á/a	1395.0	10119	LIZARD	
Purubora	LIZARD	kurimaap	k u r i m aː p	1390.0	10117	LIZARD	
Ramarama	LIZARD	unekó	u n e k ó	1391.0	10116	LIZARD	
Makurap	LIZARD	tʃako	tʃ a k o	1389.0	10114	LIZARD	
Wayoro	LIZARD	ndooja	nd/ⁿd oː j a	1389.0	10114	LIZARD	
Tupari	LIZARD	hako	h a k o	1391.0	10116	LIZARD	
Akuntsu	LIZARD	iriri	i r i r i	1393.0	10113	LIZARD	
Mekens_Sakurabiat	LIZARD	taako	t aː k o	1389.0	10114	LIZARD	
Gaviao_Ikoloehj	LIZARD	geró	g e r ó	1390.0	10117	LIZARD	
Monde	LIZARD	geerṍṍ	g eː r ṍṍ/õː	1390.0	10117	LIZARD	
Arua	LIZARD	zerokáp	z e r o k á/a p	1391.0	10116	LIZARD	
Zoro	LIZARD	gero	g e r o	1390.0	10117	LIZARD	
Surui_Paiter	LIZARD	ŋeeró	ŋ eː r ó	1390.0	10117	LIZARD	
Karitiana	LIZARD	õhĩ	õ h ĩ	1392.0	10115	LIZARD	
Arikem	LIZARD	sohu	s o h u	1392.0	10115	LIZARD	
Xipaya	LIZARD	jãkurupa	j ã k u r u p a	1390.0	10117	LIZARD	
Xipaya	LIZARD	kũrũmẽʔ	k ũ r ũ m ẽ ʔ	1390.0	10117	LIZARD	
Juruna_Yudja	LIZARD	jakurupa	j a k u r u p a	1390.0	10117	LIZARD	
Munduruku	LIZARD	naʔórẽk	n a ʔ ó/o r ẽ k	1391.0	10116	LIZARD	
Kuruaya	LIZARD	láʔo	l á/a ʔ o	1392.0	10115	LIZARD	
Satere_Mawe	LIZARD	anehu	a n e h u	1391.0	10116	LIZARD	
Aweti	LIZARD	taʔu	t a ʔ u	1389.0	10114	LIZARD	
Surui_Aikewara	LIZARD	anisu	a n i s u	1391.0	10116	LIZARD	
Tembe	LIZARD	tezu	t e z u	1389.0	10114	LIZARD	
Guajajara	LIZARD	tezu	t e z u	1389.0	10114	LIZARD	
Apiaka	LIZARD	teʃuʔi	t e ʃ u ʔ i	1389.0	10114	LIZARD	
Parintintin	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Amondawa	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Tenharim	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Urueuwauwau	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Kayabi	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Arawete	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Emerillon_Teko	LIZARD	teʤu	t e dʒ u	1389.0	10114	LIZARD	
Wayampi	LIZARD	teyu	t e j u	1389.0	10114	LIZARD	
Ka_apor_Urubu	LIZARD	teju_kawaru	t e j u + k a w a r u	1389.0	10114 10117	LIZARD _lizard	
Anambe	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Tupinamba	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Nheengatu	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Lingua_Geral_Paulista_Tupi_austral	LIZARD	teʒu	t e ʒ u	1389.0	10114	LIZARD	
Lingua_Geral_Paulista_Tupi_austral	LIZARD	soka	s o k a	1391.0	10116	LIZARD	
Yuki	LIZARD	jikjarẽmboa	j i k j a r ẽ mb/ⁿb oa	1390.0	10117	LIZARD	
Guarayo	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Siriono	LIZARD	tiraki	t i r a k i	1393.0	10113	LIZARD	
Siriono	LIZARD	dutuja	d u t u j a	1389.0	10114	LIZARD	
Chiriguano	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Mbya	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Guarani_Paraguay	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Old_Guarani	LIZARD	teju	t e j u	1389.0	10114	LIZARD	
Tapiete	LIZARD	karaʃiti	k a r a ʃ i t i	1390.0	10117	LIZARD	
Omagua	LIZARD	yukururu	j u k u r u r u	1390.0	10117	LIZARD	
Guayaki_Ache	LIZARD	tʃedʒu	t ʃ e d ʒ u			LIZARD	
Karo_Arara	LONG / TALL	məi	m əi	1401.0	10171	LONG	
Karo_Arara	LONG / TALL	tʃara	tʃ a r a	1398.0	10173	LONG	
Purubora	LONG / TALL	tɨwa	t ɨ w a	1398.0	10173	LONG	
Makurap	LONG / TALL	kãr̃aŋ	k ã r̃ a ŋ	1398.0	10173	LONG	
Wayoro	LONG / TALL	kãm	k ã m	1396.0	10167	LONG	
Tupari	LONG / TALL	tãn	t ã n	1397.0	10170	LONG	
Akuntsu	LONG / TALL	perek	p e r e k	1066.0	112	LONG	
Mekens_Sakurabiat	LONG / TALL	perek	p e r e k	1066.0	112	LONG	
Cinta_Larga	LONG / TALL	atu	a t u	1397.0	10170	LONG	
Gaviao_Ikoloehj	LONG / TALL	atoo	a t oː	1397.0	10170	LONG	
Gaviao_Ikoloehj	LONG / TALL	tóló	t ó l ó	1398.0	10173	LONG	
Monde	LONG / TALL	saa	s aː	1403.0	10174	LONG	
Monde	LONG / TALL	túú	t úú/uː	1397.0	10170	LONG	
Arua	LONG / TALL	atɨɨt	a t ɨː t	1397.0	10170	LONG	
Zoro	LONG / TALL	atoo	a t oː	1397.0	10170	LONG	
Surui_Paiter	LONG / TALL	ʃaktop	ʃ a k t o p	1404.0	10175	LONG	
Karitiana	LONG / TALL	horowa	h o r o w a	1400.0	10168	LONG	
Arikem	LONG / TALL	haram_napa	h a r a m + n a p a	1399.0	10168 10169	_long LONG	
Xipaya	LONG / TALL	náuhu	n áu/au h u	1399.0	10169	LONG	
Juruna_Yudja	LONG / TALL	anáúhu	a n áú/au h u	1399.0	10169	LONG	
Munduruku	LONG / TALL	peren	p e r e n	1398.0	10173	LONG	
Kuruaya	LONG / TALL	tabiŋʔõm	t a b i ŋ ʔ õ m	1402.0	10172	LONG	
Satere_Mawe	LONG / TALL	ɨwop	ɨ w o p	1398.0	10173	LONG	
Aweti	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Parakana	LONG / TALL	poko	p o k o	1396.0	10167	LONG	
Asurini_do_Tocantins	LONG / TALL	poko	p o k o	1396.0	10167	LONG	
Surui_Aikewara	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Tapirape_Apyawa	LONG / TALL	poko	p o k o	1396.0	10167	LONG	
Tembe	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Guajajara	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Apiaka	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Parintintin	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Amondawa	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Tenharim	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Urueuwauwau	LONG / TALL	pukurehu	p u k u r e h u	1396.0	10167	LONG	
Kayabi	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Arawete	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Guaja	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Emerillon_Teko	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Wayampi	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Zo_e	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
Ka_apor_Urubu	LONG / TALL	puku	p u k u	1396.0	10167	LONG	
